Date_of_Analysis,Scrip,Exchange,Close,Daily_TF_Comment,Weekly_TF_Comment,Monthly_TF_Comment,Overall_Verdict,Buy_Sell_Reco,Score
2026-07-26 18:20,SAIL,NSE_EQ,161.45,"Below falling 50D, mixed stack, +0% vs 200D; mid-range","Above rising 50W, bullish stack, +27% vs 200W; mid-range","Above rising 20M, bullish stack, +28% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,POWERINDIA,NSE_EQ,31070.0,"Below falling 50D, mixed stack, +15% vs 200D; mid-range","Above rising 50W, bullish stack, +104% vs 200W; mid-range","Above rising 20M, bullish stack, +105% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,NATIONALUM,NSE_EQ,343.9,"Below falling 50D, mixed stack, +1% vs 200D; mid-range","Above rising 50W, bullish stack, +60% vs 200W; mid-range","Above rising 20M, bullish stack, +64% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,VEDL,NSE_EQ,264.65,"Below falling 50D, mixed stack, +3% vs 200D; mid-range","Above rising 50W, bullish stack, +50% vs 200W; mid-range","Above rising 20M, bullish stack, +52% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,HINDALCO,NSE_EQ,942.8,"Below falling 50D, mixed stack, +2% vs 200D; mid-range","Above rising 50W, bullish stack, +38% vs 200W; mid-range","Above rising 20M, bullish stack, +40% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,GVT&D,NSE_EQ,4157.4,"Below falling 50D, mixed stack, +8% vs 200D; mid-range","Above rising 50W, bullish stack, +98% vs 200W; mid-range","Above rising 20M, bullish stack, +102% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.8
2026-07-26 18:20,LODHA,NSE_EQ,1144.1,"Above rising 50D, bullish stack, +12% vs 200D; mid-range","Above rising 50W, mixed stack, +17% vs 200W; mid-range","Above falling 20M, mixed stack, +19% vs 50M; mid-range","LT(M) flat, Wkly up, Daily up — counter-trend bounce inside a weak long-term trend.",BUY,5.6
2026-07-26 18:20,DIXON,NSE_EQ,13846.0,"Above rising 50D, bullish stack, +10% vs 200D; mid-range","Above rising 50W, mixed stack, +31% vs 200W; mid-range","Above falling 20M, mixed stack, +35% vs 50M; mid-range","LT(M) flat, Wkly up, Daily up — counter-trend bounce inside a weak long-term trend.",BUY,5.6
2026-07-26 18:20,AMBER,NSE_EQ,7261.5,"Below rising 50D, mixed stack, -1% vs 200D; mid-range","Below rising 50W, bullish stack, +33% vs 200W; mid-range","Above rising 20M, bullish stack, +36% vs 50M; mid-range","LT(M) up, Wkly up, Daily flat — uptrend intact, short-term pullback (dip-buy zone).",BUY,5.2
2026-07-26 18:20,ASIANPAINT,NSE_EQ,2637.9,"Below rising 50D, bullish stack, +3% vs 200D; mid-range","Above rising 50W, mixed stack, +0% vs 200W; mid-range","Above rising 20M, bearish stack, +1% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",BUY,4.9
2026-07-26 18:20,SBILIFE,NSE_EQ,1858.6,"Above rising 50D, bearish stack, -0% vs 200D; mid-range","Above falling 50W, mixed stack, +17% vs 200W; mid-range","Above rising 20M, bullish stack, +18% vs 50M; mid-range","LT(M) up, Wkly flat, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",BUY,4.9
2026-07-26 18:20,PREMIERENE,NSE_EQ,1019.3,"Below rising 50D, bullish stack, +5% vs 200D; mid-range","Above rising 50W, mixed stack, -1% vs 200W; mid-range","Above rising 20M, bearish stack, -1% vs 50M; mid-range","LT(M) up, Wkly up, Daily up — aligned uptrend across all TFs.",BUY,4.9
2026-07-26 18:20,GODREJPROP,NSE_EQ,2028.7,"Above rising 50D, bullish stack, +6% vs 200D; mid-range","Above rising 50W, bearish stack, +4% vs 200W; mid-range","Above falling 20M, mixed stack, +5% vs 50M; mid-range","LT(M) flat, Wkly up, Daily up — counter-trend bounce inside a weak long-term trend.",BUY,4.3
2026-07-26 18:20,PAGEIND,NSE_EQ,40275.0,"Above rising 50D, bullish stack, +5% vs 200D; mid-range","Above rising 50W, bearish stack, +3% vs 200W; mid-range","Above falling 20M, mixed stack, +4% vs 50M; mid-range","LT(M) flat, Wkly up, Daily up — counter-trend bounce inside a weak long-term trend.",BUY,4.3
2026-07-26 18:20,OIL,NSE_EQ,449.75,"Above falling 50D, bearish stack, +0% vs 200D; mid-range","Above falling 50W, bullish stack, +22% vs 200W; mid-range","Above rising 20M, bullish stack, +24% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY ON DIP,4.2
2026-07-26 18:20,BAJAJFINSV,NSE_EQ,1876.7,"Above rising 50D, mixed stack, +0% vs 200D; mid-range","Above falling 50W, mixed stack, +10% vs 200W; mid-range","Above falling 20M, bullish stack, +11% vs 50M; mid-range","LT(M) up, Wkly flat, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",BUY,3.3
2026-07-26 18:20,M&M,NSE_EQ,3161.4,"Above rising 50D, mixed stack, -2% vs 200D; mid-range","Below falling 50W, mixed stack, +24% vs 200W; mid-range","Above rising 20M, bullish stack, +28% vs 50M; mid-range","LT(M) up, Wkly down, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",BUY,3.3
2026-07-26 18:20,UNOMINDA,NSE_EQ,1127.0,"Above rising 50D, mixed stack, -1% vs 200D; mid-range","Below falling 50W, mixed stack, +24% vs 200W; mid-range","Above rising 20M, bullish stack, +27% vs 50M; mid-range","LT(M) up, Wkly down, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",BUY,3.3
2026-07-26 18:20,AXISBANK,NSE_EQ,1227.3,"Below falling 50D, mixed stack, -4% vs 200D; mid-range","Below rising 50W, bullish stack, +12% vs 200W; mid-range","Above rising 20M, bullish stack, +14% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,3.2
2026-07-26 18:20,BEL,NSE_EQ,405.0,"Below falling 50D, mixed stack, -2% vs 200D; mid-range","Below rising 50W, bullish stack, +39% vs 200W; mid-range","Above rising 20M, bullish stack, +43% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,3.2
2026-07-26 18:20,COALINDIA,NSE_EQ,427.4,"Below falling 50D, mixed stack, -1% vs 200D; mid-range","Below rising 50W, bullish stack, +15% vs 200W; mid-range","Above rising 20M, bullish stack, +16% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,3.2
2026-07-26 18:20,HDFCAMC,NSE_EQ,2505.7,"Below falling 50D, mixed stack, -4% vs 200D; mid-range","Below rising 50W, bullish stack, +20% vs 200W; mid-range","Above rising 20M, bullish stack, +23% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,3.2
2026-07-26 18:20,TATASTEEL,NSE_EQ,182.67,"Below falling 50D, mixed stack, -4% vs 200D; mid-range","Below rising 50W, bullish stack, +20% vs 200W; mid-range","Above rising 20M, bullish stack, +21% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,3.2
2026-07-26 18:20,PFC,NSE_EQ,411.9,"Below falling 50D, mixed stack, -1% vs 200D; mid-range","Below rising 50W, bullish stack, +18% vs 200W; mid-range","Above rising 20M, bullish stack, +21% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",BUY,3.2
2026-07-26 18:20,CIPLA,NSE_EQ,1410.6,"Above rising 50D, bullish stack, +0% vs 200D; mid-range","Above rising 50W, mixed stack, +7% vs 200W; mid-range","Below falling 20M, mixed stack, +8% vs 50M; mid-range","LT(M) down, Wkly up, Daily up — counter-trend bounce inside a weak long-term trend.",ACCUMULATE / HOLD,3.0
2026-07-26 18:20,GAIL,NSE_EQ,170.02,"Above rising 50D, bullish stack, +1% vs 200D; mid-range","Above rising 50W, mixed stack, +7% vs 200W; mid-range","Below falling 20M, mixed stack, +8% vs 50M; mid-range","LT(M) down, Wkly up, Daily up — counter-trend bounce inside a weak long-term trend.",ACCUMULATE / HOLD,3.0
2026-07-26 18:20,KALYANKJIL,NSE_EQ,573.55,"Above rising 50D, bullish stack, +30% vs 200D; mid-range","Above falling 50W, mixed stack, +46% vs 200W; near highs","Above falling 20M, mixed stack, +49% vs 50M; near highs","LT(M) flat, Wkly flat, Daily up — mixed signals — no clean edge.",BUY,3.0
2026-07-26 18:20,MFSL,NSE_EQ,1515.5,"Below falling 50D, bearish stack, -5% vs 200D; near lows","Below rising 50W, bullish stack, +21% vs 200W; near lows","Above rising 20M, bullish stack, +24% vs 50M; near lows","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",ACCUMULATE / HOLD,2.2
2026-07-26 18:20,PGEL,NSE_EQ,572.45,"Above rising 50D, mixed stack, +1% vs 200D; mid-range","Above falling 50W, mixed stack, +25% vs 200W; mid-range","Above falling 20M, mixed stack, +29% vs 50M; mid-range","LT(M) flat, Wkly flat, Daily up — mixed signals — no clean edge.",ACCUMULATE / HOLD,2.0
2026-07-26 18:20,SHREECEM,NSE_EQ,26740.0,"Above rising 50D, mixed stack, +2% vs 200D; mid-range","Above falling 50W, mixed stack, +2% vs 200W; mid-range","Above falling 20M, mixed stack, +3% vs 50M; mid-range","LT(M) flat, Wkly flat, Daily up — mixed signals — no clean edge.",ACCUMULATE / HOLD,2.0
2026-07-26 18:20,COFORGE,NSE_EQ,1484.7,"Above rising 50D, mixed stack, +1% vs 200D; mid-range","Above falling 50W, mixed stack, +14% vs 200W; mid-range","Above falling 20M, mixed stack, +16% vs 50M; mid-range","LT(M) flat, Wkly flat, Daily up — mixed signals — no clean edge.",ACCUMULATE / HOLD,2.0
2026-07-26 18:20,NHPC,NSE_EQ,79.39,"Above rising 50D, mixed stack, +0% vs 200D; mid-range","Below falling 50W, mixed stack, +12% vs 200W; mid-range","Below rising 20M, bullish stack, +14% vs 50M; mid-range","LT(M) up, Wkly down, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",ACCUMULATE / HOLD,0.7
2026-07-26 18:20,PERSISTENT,NSE_EQ,5200.5,"Above rising 50D, mixed stack, -1% vs 200D; mid-range","Below falling 50W, mixed stack, +19% vs 200W; mid-range","Above falling 20M, bullish stack, +23% vs 50M; mid-range","LT(M) up, Wkly down, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",ACCUMULATE / HOLD,0.7
2026-07-26 18:20,PNB,NSE_EQ,110.38,"Above rising 50D, mixed stack, -1% vs 200D; mid-range","Below falling 50W, mixed stack, +14% vs 200W; mid-range","Above falling 20M, bullish stack, +15% vs 50M; mid-range","LT(M) up, Wkly down, Daily up — long-term up but weekly weakening — wait for weekly to stabilize.",ACCUMULATE / HOLD,0.7
2026-07-26 18:20,LT,NSE_EQ,3785.6,"Below falling 50D, mixed stack, -3% vs 200D; mid-range","Below rising 50W, bullish stack, +15% vs 200W; mid-range","Below rising 20M, bullish stack, +16% vs 50M; mid-range","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",ACCUMULATE / HOLD,0.6
2026-07-26 18:20,DRREDDY,NSE_EQ,1151.7,"Below falling 50D, mixed stack, -9% vs 200D; near lows","Below rising 50W, bullish stack, -1% vs 200W; near lows","Below rising 20M, bullish stack, -0% vs 50M; near lows","LT(M) up, Wkly up, Daily down — uptrend intact, short-term pullback (dip-buy zone).",ACCUMULATE / HOLD,0.6
2026-07-26 18:20,HINDZINC,NSE_EQ,531.95,"Below falling 50D, mixed stack, -4% vs 200D; mid-range","Below falling 50W, bullish stack, +17% vs 200W; mid-range","Above rising 20M, bullish stack, +19% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",ACCUMULATE / HOLD,0.6
2026-07-26 18:20,INDUSTOWER,NSE_EQ,394.6,"Below falling 50D, bearish stack, -4% vs 200D; mid-range","Below falling 50W, bullish stack, +17% vs 200W; mid-range","Above rising 20M, bullish stack, +18% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.4
2026-07-26 18:20,APLAPOLLO,NSE_EQ,1822.8,"Below falling 50D, bearish stack, -2% vs 200D; mid-range","Below falling 50W, bullish stack, +19% vs 200W; mid-range","Above rising 20M, bullish stack, +22% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.4
2026-07-26 18:20,POWERGRID,NSE_EQ,288.2,"Below falling 50D, bearish stack, -1% vs 200D; mid-range","Below falling 50W, bullish stack, +12% vs 200W; mid-range","Above rising 20M, bullish stack, +13% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.4
2026-07-26 18:20,MUTHOOTFIN,NSE_EQ,2986.7,"Below falling 50D, bearish stack, -7% vs 200D; mid-range","Below falling 50W, bullish stack, +29% vs 200W; mid-range","Above rising 20M, bullish stack, +33% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.4
2026-07-26 18:20,CANBK,NSE_EQ,125.65,"Below falling 50D, bearish stack, -5% vs 200D; mid-range","Below falling 50W, bullish stack, +22% vs 200W; mid-range","Above rising 20M, bullish stack, +24% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.4
2026-07-26 18:20,ASHOKLEY,NSE_EQ,151.07,"Below falling 50D, bearish stack, -5% vs 200D; mid-range","Below falling 50W, bullish stack, +26% vs 200W; mid-range","Above rising 20M, bullish stack, +28% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.4
2026-07-26 18:20,FORCEMOT,NSE_EQ,17620.0,"Below falling 50D, bearish stack, -6% vs 200D; mid-range","Below falling 50W, bullish stack, +58% vs 200W; mid-range","Above rising 20M, bullish stack, +63% vs 50M; near lows","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.4
2026-07-26 18:20,NAUKRI,NSE_EQ,1165.5,"Above rising 50D, mixed stack, +2% vs 200D; mid-range","Above falling 50W, mixed stack, +1% vs 200W; mid-range","Below falling 20M, mixed stack, +3% vs 50M; mid-range","LT(M) down, Wkly flat, Daily up — mixed signals — no clean edge.",WATCH,-0.6
2026-07-26 18:20,VBL,NSE_EQ,457.2,"Below falling 50D, mixed stack, -6% vs 200D; mid-range","Below rising 50W, bullish stack, +6% vs 200W; mid-range","Below rising 20M, mixed stack, +8% vs 50M; mid-range","LT(M) flat, Wkly up, Daily down — mixed signals — no clean edge.",WATCH,-0.7
2026-07-26 18:20,SUZLON,NSE_EQ,52.28,"Below falling 50D, mixed stack, -1% vs 200D; mid-range","Below rising 50W, mixed stack, +18% vs 200W; mid-range","Below rising 20M, bullish stack, +20% vs 50M; mid-range","LT(M) up, Wkly flat, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-0.7
2026-07-26 18:20,TIINDIA,NSE_EQ,2767.0,"Below falling 50D, mixed stack, -4% vs 200D; mid-range","Below rising 50W, bullish stack, -2% vs 200W; mid-range","Below rising 20M, mixed stack, -1% vs 50M; mid-range","LT(M) flat, Wkly up, Daily down — mixed signals — no clean edge.",WATCH,-0.7
2026-07-26 18:20,SRF,NSE_EQ,2664.7,"Below rising 50D, mixed stack, -3% vs 200D; mid-range","Below rising 50W, mixed stack, +6% vs 200W; mid-range","Below falling 20M, bullish stack, +8% vs 50M; mid-range","LT(M) down, Wkly flat, Daily flat — mixed signals — no clean edge.",WATCH,-1.3
2026-07-26 18:20,LICI,NSE_EQ,421.3,"Below rising 50D, bullish stack, -0% vs 200D; mid-range","Below rising 50W, mixed stack, +0% vs 200W; mid-range","Below falling 20M, mixed stack, +1% vs 50M; mid-range","LT(M) down, Wkly flat, Daily up — mixed signals — no clean edge.",WATCH,-1.6
2026-07-26 18:20,NBCC,NSE_EQ,93.84,"Below falling 50D, bearish stack, -6% vs 200D; mid-range","Below rising 50W, mixed stack, +14% vs 200W; mid-range","Below rising 20M, bullish stack, +16% vs 50M; mid-range","LT(M) up, Wkly flat, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-1.7
2026-07-26 18:20,BPCL,NSE_EQ,310.15,"Above rising 50D, mixed stack, -3% vs 200D; mid-range","Below falling 50W, mixed stack, +9% vs 200W; mid-range","Below falling 20M, bullish stack, +10% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",WATCH,-1.9
2026-07-26 18:20,DMART,NSE_EQ,4018.8,"Below falling 50D, mixed stack, -2% vs 200D; mid-range","Below falling 50W, bullish stack, +2% vs 200W; mid-range","Below rising 20M, bullish stack, +3% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-2.0
2026-07-26 18:20,HEROMOTOCO,NSE_EQ,5011.1,"Above falling 50D, bearish stack, -3% vs 200D; mid-range","Below falling 50W, mixed stack, +13% vs 200W; mid-range","Above falling 20M, bullish stack, +15% vs 50M; near lows","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",WATCH,-2.3
2026-07-26 18:20,BRITANNIA,NSE_EQ,5379.5,"Above rising 50D, bearish stack, -3% vs 200D; mid-range","Below falling 50W, mixed stack, +6% vs 200W; mid-range","Below falling 20M, bullish stack, +7% vs 50M; near lows","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",WATCH,-2.9
2026-07-26 18:20,TATACONSUM,NSE_EQ,1088.0,"Below falling 50D, bearish stack, -3% vs 200D; mid-range","Below falling 50W, bullish stack, +9% vs 200W; near lows","Below rising 20M, bullish stack, +11% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-3.0
2026-07-26 18:20,ONGC,NSE_EQ,248.76,"Below falling 50D, bearish stack, -4% vs 200D; mid-range","Below falling 50W, bullish stack, +8% vs 200W; mid-range","Below rising 20M, bullish stack, +9% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-3.0
2026-07-26 18:20,TATAPOWER,NSE_EQ,374.4,"Below falling 50D, bearish stack, -5% vs 200D; mid-range","Below falling 50W, bullish stack, +10% vs 200W; mid-range","Below rising 20M, bullish stack, +12% vs 50M; near lows","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-3.0
2026-07-26 18:20,JINDALSTEL,NSE_EQ,1035.8,"Below falling 50D, bearish stack, -6% vs 200D; mid-range","Below falling 50W, bullish stack, +19% vs 200W; mid-range","Below rising 20M, bullish stack, +21% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-3.0
2026-07-26 18:20,NTPC,NSE_EQ,347.2,"Below falling 50D, bearish stack, -4% vs 200D; mid-range","Below falling 50W, bullish stack, +14% vs 200W; mid-range","Below rising 20M, bullish stack, +15% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-3.0
2026-07-26 18:20,RECLTD,NSE_EQ,361.6,"Above rising 50D, mixed stack, -0% vs 200D; mid-range","Below falling 50W, mixed stack, +6% vs 200W; mid-range","Below falling 20M, mixed stack, +8% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-3.2
2026-07-26 18:20,DALBHARAT,NSE_EQ,1810.8,"Above rising 50D, mixed stack, -5% vs 200D; mid-range","Below falling 50W, mixed stack, -4% vs 200W; mid-range","Below falling 20M, mixed stack, -3% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-3.2
2026-07-26 18:20,GODREJCP,NSE_EQ,1059.5,"Above rising 50D, mixed stack, -4% vs 200D; mid-range","Below falling 50W, mixed stack, -3% vs 200W; mid-range","Below falling 20M, mixed stack, -2% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-3.2
2026-07-26 18:20,DLF,NSE_EQ,645.2,"Above rising 50D, mixed stack, -0% vs 200D; mid-range","Below falling 50W, mixed stack, +2% vs 200W; mid-range","Below falling 20M, mixed stack, +5% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-3.2
2026-07-26 18:20,BAJAJHLDNG,NSE_EQ,10679.0,"Above rising 50D, mixed stack, -2% vs 200D; mid-range","Below falling 50W, mixed stack, +12% vs 200W; mid-range","Below falling 20M, mixed stack, +15% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-3.2
2026-07-26 18:20,HYUNDAI,NSE_EQ,1952.6,"Above rising 50D, mixed stack, -4% vs 200D; mid-range","Below falling 50W, mixed stack, -0% vs 200W; mid-range","Below falling 20M, mixed stack, +0% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-3.2
2026-07-26 18:20,VOLTAS,NSE_EQ,1327.3,"Above rising 50D, mixed stack, -2% vs 200D; mid-range","Below falling 50W, mixed stack, +6% vs 200W; mid-range","Below falling 20M, mixed stack, +8% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-3.2
2026-07-26 18:20,BANDHANBNK,NSE_EQ,165.93,"Below falling 50D, mixed stack, -8% vs 200D; mid-range","Below rising 50W, mixed stack, -20% vs 200W; mid-range","Below rising 20M, bearish stack, -21% vs 50M; mid-range","LT(M) down, Wkly flat, Daily down — mixed signals — no clean edge.",AVOID,-3.3
2026-07-26 18:20,MARUTI,NSE_EQ,13442.0,"Below falling 50D, mixed stack, -4% vs 200D; mid-range","Below falling 50W, mixed stack, +11% vs 200W; mid-range","Below rising 20M, bullish stack, +13% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-3.3
2026-07-26 18:20,HINDPETRO,NSE_EQ,381.1,"Below rising 50D, mixed stack, -5% vs 200D; mid-range","Below falling 50W, mixed stack, +13% vs 200W; mid-range","Below falling 20M, bullish stack, +15% vs 50M; mid-range","LT(M) down, Wkly down, Daily flat — mixed signals — no clean edge.",AVOID,-3.9
2026-07-26 18:20,WAAREEENER,NSE_EQ,2702.0,"Below falling 50D, bearish stack, -10% vs 200D; mid-range","Below falling 50W, mixed stack, -7% vs 200W; mid-range","Below rising 20M, bullish stack, -5% vs 50M; near lows","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-4.3
2026-07-26 18:20,POLICYBZR,NSE_EQ,1537.2,"Below falling 50D, bearish stack, -6% vs 200D; mid-range","Below falling 50W, mixed stack, +7% vs 200W; mid-range","Below rising 20M, bullish stack, +9% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-4.3
2026-07-26 18:20,BANKBARODA,NSE_EQ,246.45,"Below falling 50D, bearish stack, -8% vs 200D; mid-range","Below falling 50W, mixed stack, +8% vs 200W; mid-range","Below rising 20M, bullish stack, +9% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-4.3
2026-07-26 18:20,MAZDOCK,NSE_EQ,2293.8,"Below falling 50D, bearish stack, -8% vs 200D; mid-range","Below falling 50W, mixed stack, +21% vs 200W; mid-range","Below rising 20M, bullish stack, +26% vs 50M; mid-range","LT(M) up, Wkly down, Daily down — long-term up but weekly weakening — wait for weekly to stabilize.",AVOID,-4.3
2026-07-26 18:20,HCLTECH,NSE_EQ,1271.0,"Above rising 50D, mixed stack, -6% vs 200D; mid-range","Below falling 50W, bearish stack, -8% vs 200W; mid-range","Below falling 20M, mixed stack, -6% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-4.5
2026-07-26 18:20,COLPAL,NSE_EQ,2086.1,"Above rising 50D, mixed stack, -2% vs 200D; mid-range","Below falling 50W, bearish stack, -5% vs 200W; mid-range","Below falling 20M, mixed stack, -4% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-4.5
2026-07-26 18:20,TRENT,NSE_EQ,2890.5,"Below falling 50D, mixed stack, -1% vs 200D; mid-range","Below rising 50W, mixed stack, +10% vs 200W; mid-range","Below falling 20M, mixed stack, +12% vs 50M; mid-range","LT(M) down, Wkly flat, Daily down — mixed signals — no clean edge.",AVOID,-4.6
2026-07-26 18:20,BLUESTARCO,NSE_EQ,1637.2,"Below rising 50D, bearish stack, -6% vs 200D; mid-range","Below falling 50W, mixed stack, +13% vs 200W; mid-range","Below falling 20M, bullish stack, +17% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",AVOID,-4.9
2026-07-26 18:20,MPHASIS,NSE_EQ,2288.1,"Below rising 50D, mixed stack, -6% vs 200D; mid-range","Below falling 50W, mixed stack, -6% vs 200W; mid-range","Below falling 20M, mixed stack, -4% vs 50M; mid-range","LT(M) down, Wkly down, Daily flat — mixed signals — no clean edge.",AVOID,-5.2
2026-07-26 18:20,LTM,NSE_EQ,4091.8,"Above rising 50D, bearish stack, -12% vs 200D; mid-range","Below falling 50W, bearish stack, -17% vs 200W; mid-range","Below falling 20M, mixed stack, -15% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",AVOID,-5.5
2026-07-26 18:20,LICHSGFIN,NSE_EQ,538.95,"Below falling 50D, bearish stack, -2% vs 200D; mid-range","Below rising 50W, mixed stack, +1% vs 200W; mid-range","Below falling 20M, mixed stack, +1% vs 50M; mid-range","LT(M) down, Wkly flat, Daily down — mixed signals — no clean edge.",AVOID,-5.6
2026-07-26 18:20,SUPREMEIND,NSE_EQ,3458.9,"Above falling 50D, bearish stack, -6% vs 200D; mid-range","Below falling 50W, mixed stack, -5% vs 200W; mid-range","Below falling 20M, mixed stack, -3% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-6.2
2026-07-26 18:20,KFINTECH,NSE_EQ,857.75,"Below rising 50D, bearish stack, -10% vs 200D; mid-range","Below falling 50W, mixed stack, +4% vs 200W; mid-range","Below falling 20M, mixed stack, +7% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-6.2
2026-07-26 18:20,TCS,NSE_EQ,2254.3,"Above rising 50D, bearish stack, -14% vs 200D; mid-range","Below falling 50W, bearish stack, -29% vs 200W; mid-range","Below falling 20M, bearish stack, -28% vs 50M; mid-range","LT(M) down, Wkly down, Daily up — mixed signals — no clean edge.",SELL / AVOID,-6.8
